"VIRTUAL_TIME","NODE_ID","EVENT_TYPE","GLOBAL_SOURCE","LOCAL_SOURCE","LOCAL_TARGET","GLOBAL_TARGET","X_COOR","Y_COOR","RADIUS","LOST","ERROR","DETAILS"
"0","0b91e409-1b39-4fdf-b3db-b8f73772709e","NODE_CREATE","","","","","18","74","","","",""
"0","d302d63f-f517-4bc3-8c89-e19f57dbe88d","NODE_CREATE","","","","","70","85","","","",""
"0","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","NODE_CREATE","","","","","75","45","","","",""
"0","7544bb4f-3298-49b5-86a3-f7cd73f97b48","NODE_CREATE","","","","","4","13","","","",""
"0","354edb3f-a041-4512-8a06-931d13d10f4f","NODE_CREATE","","","","","62","82","","","",""
"0","585c851f-650e-4db2-8123-a862b417efe3","NODE_CREATE","","","","","76","92","","","",""
"0","edf7e826-e677-473c-827c-9aeebc96e29c","NODE_CREATE","","","","","43","39","","","",""
"0","7485c9b1-dadc-47cf-b2ba-83c85967ec56","NODE_CREATE","","","","","0","55","","","",""
"0","c13f22b3-0b39-4484-929c-9c1329e2660e","NODE_CREATE","","","","","41","96","","","",""
"0","d5c0515a-2b65-4439-9d5f-94420905c189","NODE_CREATE","","","","","65","51","","","",""
"1","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_SENT","edf7e826-e677-473c-827c-9aeebc96e29c","","","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","0",
"1","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_LOSS","edf7e826-e677-473c-827c-9aeebc96e29c","","","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","1","Cann't find route."
"1","354edb3f-a041-4512-8a06-931d13d10f4f","DATA_SENT","354edb3f-a041-4512-8a06-931d13d10f4f","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","0",
"1","354edb3f-a041-4512-8a06-931d13d10f4f","DATA_LOSS","354edb3f-a041-4512-8a06-931d13d10f4f","","","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","1","Cann't find route."
"1","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_SENT","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","d5c0515a-2b65-4439-9d5f-94420905c189","","","","","0",
"1","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_LOSS","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","1","Cann't find route."
"2","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","DATA_SENT","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","","","0",
"2","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","DATA_LOSS","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","","","1","Cann't find route."
"2","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_SENT","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","0",
"2","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_LOSS","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","1","Cann't find route."
"2","7485c9b1-dadc-47cf-b2ba-83c85967ec56","DATA_SENT","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","","","0",
"2","7485c9b1-dadc-47cf-b2ba-83c85967ec56","DATA_LOSS","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","","","1","Cann't find route."
"2","d5c0515a-2b65-4439-9d5f-94420905c189","DATA_SENT","d5c0515a-2b65-4439-9d5f-94420905c189","","","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","0",
"2","d5c0515a-2b65-4439-9d5f-94420905c189","DATA_LOSS","d5c0515a-2b65-4439-9d5f-94420905c189","","","d5c0515a-2b65-4439-9d5f-94420905c189","","","","","1","Cann't find route."
"2","585c851f-650e-4db2-8123-a862b417efe3","DATA_SENT","585c851f-650e-4db2-8123-a862b417efe3","","","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","","","0",
"2","585c851f-650e-4db2-8123-a862b417efe3","DATA_LOSS","585c851f-650e-4db2-8123-a862b417efe3","","","585c851f-650e-4db2-8123-a862b417efe3","","","","","1","Cann't find route."
"2","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_SENT","edf7e826-e677-473c-827c-9aeebc96e29c","","","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","","","0",
"2","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_LOSS","edf7e826-e677-473c-827c-9aeebc96e29c","","","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","1","Cann't find route."
"2","354edb3f-a041-4512-8a06-931d13d10f4f","DATA_SENT","354edb3f-a041-4512-8a06-931d13d10f4f","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","0",
"2","354edb3f-a041-4512-8a06-931d13d10f4f","DATA_LOSS","354edb3f-a041-4512-8a06-931d13d10f4f","","","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","1","Cann't find route."
"3","0b91e409-1b39-4fdf-b3db-b8f73772709e","DATA_SENT","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","0",
"3","0b91e409-1b39-4fdf-b3db-b8f73772709e","DATA_LOSS","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","","","1","Cann't find route."
"3","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","DATA_SENT","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","0",
"3","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","DATA_LOSS","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","","","1","Cann't find route."
"3","7485c9b1-dadc-47cf-b2ba-83c85967ec56","DATA_SENT","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","0",
"3","7485c9b1-dadc-47cf-b2ba-83c85967ec56","DATA_LOSS","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","","","1","Cann't find route."
"3","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_SENT","edf7e826-e677-473c-827c-9aeebc96e29c","","","c13f22b3-0b39-4484-929c-9c1329e2660e","","","","","0",
"3","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_LOSS","edf7e826-e677-473c-827c-9aeebc96e29c","","","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","1","Cann't find route."
"4","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_SENT","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","585c851f-650e-4db2-8123-a862b417efe3","","","","","0",
"4","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_LOSS","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","1","Cann't find route."
"4","0b91e409-1b39-4fdf-b3db-b8f73772709e","DATA_SENT","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","","","0",
"4","0b91e409-1b39-4fdf-b3db-b8f73772709e","DATA_LOSS","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","","","1","Cann't find route."
"4","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","DATA_SENT","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","d5c0515a-2b65-4439-9d5f-94420905c189","","","","","0",
"4","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","DATA_LOSS","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","","","1","Cann't find route."
"5","","messages.HelloMessage",,"7485c9b1-dadc-47cf-b2ba-83c85967ec56","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","","","","",""
"5","","messages.HelloMessage",,"798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","","",""
"5","","messages.HelloMessage",,"798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","","",""
"5","","messages.HelloMessage",,"798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","d5c0515a-2b65-4439-9d5f-94420905c189","","","","","","",""
"5","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_SENT","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","0",
"5","d302d63f-f517-4bc3-8c89-e19f57dbe88d","DATA_REACH",,"","","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","0",
"5","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_SENT","edf7e826-e677-473c-827c-9aeebc96e29c","","","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","0",
"5","edf7e826-e677-473c-827c-9aeebc96e29c","DATA_LOSS","edf7e826-e677-473c-827c-9aeebc96e29c","","","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","1","Cann't find route."
"5","585c851f-650e-4db2-8123-a862b417efe3","DATA_SENT","585c851f-650e-4db2-8123-a862b417efe3","","","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","","","0",
"5","585c851f-650e-4db2-8123-a862b417efe3","DATA_LOSS","585c851f-650e-4db2-8123-a862b417efe3","","","585c851f-650e-4db2-8123-a862b417efe3","","","","","1","Cann't find route."
"5","","messages.HelloMessage",,"c13f22b3-0b39-4484-929c-9c1329e2660e","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","","",""
"5","","messages.HelloMessage",,"c13f22b3-0b39-4484-929c-9c1329e2660e","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","","","","",""
"5","","messages.HelloMessage",,"c13f22b3-0b39-4484-929c-9c1329e2660e","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","","",""
"5","","messages.HelloMessage",,"c13f22b3-0b39-4484-929c-9c1329e2660e","585c851f-650e-4db2-8123-a862b417efe3","","","","","","",""
"5","","messages.TCMessage","d5c0515a-2b65-4439-9d5f-94420905c189","d5c0515a-2b65-4439-9d5f-94420905c189","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","","",""
"5","","messages.TCMessage","d5c0515a-2b65-4439-9d5f-94420905c189","d5c0515a-2b65-4439-9d5f-94420905c189","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","","","","",""
"5","","messages.TCMessage","d5c0515a-2b65-4439-9d5f-94420905c189","d5c0515a-2b65-4439-9d5f-94420905c189","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","","",""
"5","","messages.TCMessage","d5c0515a-2b65-4439-9d5f-94420905c189","d5c0515a-2b65-4439-9d5f-94420905c189","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","","",""
"5","","messages.HelloMessage",,"d5c0515a-2b65-4439-9d5f-94420905c189","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","","",""
"5","","messages.HelloMessage",,"d5c0515a-2b65-4439-9d5f-94420905c189","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","","","","","","",""
"5","","messages.HelloMessage",,"d5c0515a-2b65-4439-9d5f-94420905c189","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","","",""
"5","","messages.HelloMessage",,"d5c0515a-2b65-4439-9d5f-94420905c189","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","","",""
"5","","messages.TCMessage","0b91e409-1b39-4fdf-b3db-b8f73772709e","0b91e409-1b39-4fdf-b3db-b8f73772709e","7485c9b1-dadc-47cf-b2ba-83c85967ec56","","","","","","",""
"5","","messages.TCMessage","0b91e409-1b39-4fdf-b3db-b8f73772709e","0b91e409-1b39-4fdf-b3db-b8f73772709e","c13f22b3-0b39-4484-929c-9c1329e2660e","","","","","","",""
"5","","messages.TCMessage","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","","",""
"5","","messages.TCMessage","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","edf7e826-e677-473c-827c-9aeebc96e29c","","","","","","",""
"5","","messages.TCMessage","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","798a195f-4bb4-4a8e-b9e1-c18833eb3bf2","d5c0515a-2b65-4439-9d5f-94420905c189","","","","","","",""
"5","","messages.TCMessage","c13f22b3-0b39-4484-929c-9c1329e2660e","c13f22b3-0b39-4484-929c-9c1329e2660e","354edb3f-a041-4512-8a06-931d13d10f4f","","","","","","",""
"5","","messages.TCMessage","c13f22b3-0b39-4484-929c-9c1329e2660e","c13f22b3-0b39-4484-929c-9c1329e2660e","0b91e409-1b39-4fdf-b3db-b8f73772709e","","","","","","",""
"5","","messages.TCMessage","c13f22b3-0b39-4484-929c-9c1329e2660e","c13f22b3-0b39-4484-929c-9c1329e2660e","d302d63f-f517-4bc3-8c89-e19f57dbe88d","","","","","","",""
"5","","messages.TCMessage","c13f22b3-0b39-4484-929c-9c1329e2660e","c13f22b3-0b39-4484-929c-9c1329e2660e","585c851f-650e-4db2-8123-a862b417efe3","","","","","","",""
