"VIRTUAL_TIME","NODE_ID","EVENT_TYPE","GLOBAL_SOURCE","LOCAL_SOURCE","LOCAL_TARGET","GLOBAL_TARGET","X_COOR","Y_COOR","RANGE","LOST","ERROR","DETAILS"
"0","","messages.TCMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","true","Station doesn't exist"
"0","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"0","0d9dd058-cb88-4e66-8223-dfd73bfaa174","NODE_CREATE","","","","","13","78","","","",""
"0","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"0","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"0","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"0","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"0","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"0","","messages.TCMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"6","","messages.TCMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","true","Station doesn't exist"
"6","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","true","Station doesn't exist"
"6","b6d463f1-239f-48ab-ad72-2b98c680e865","NODE_CREATE","","","","","80","28","","","",""
"6","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"6","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"6","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"6","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"6","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"6","","messages.TCMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"27","","messages.TCMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","true","Station doesn't exist"
"27","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","true","Station doesn't exist"
"27","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"27","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"27","a2654244-3931-4f89-ab3f-4a9e2b19af71","NODE_CREATE","","","","","58","71","","","",""
"27","","messages.TCMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"27","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"27","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"27","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"81","","messages.TCMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","true","Station doesn't exist"
"81","aaefe42f-05f9-48d2-8e97-7987afc75476","NODE_CREATE","","","","","6","26","","","",""
"81","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"81","","messages.TCMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"81","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"81","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"81","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"81","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"81","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"100","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"100","","events.TCIntervalEndEvent","","","","","","","","","true",
"100","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"100","","events.HelloIntervalEndEvent","","","","","","","","","true",
"100","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"100","","events.HelloIntervalEndEvent","","","","","","","","","true",
"100","","events.TCIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"100","","events.TCIntervalEndEvent","","","","","","","","","true",
"100","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","events.TCIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","messages.TCMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","messages.TCMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","messages.TCMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"100","","messages.TCMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"106","","events.TCIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"106","","events.HelloIntervalEndEvent","","","","","","","","","true",
"106","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"106","","events.HelloIntervalEndEvent","","","","","","","","","true",
"106","","events.TCIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","messages.TCMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","messages.TCMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"106","","events.TCIntervalEndEvent","","","","","","","","","true",
"106","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"106","","events.TCIntervalEndEvent","","","","","","","","","true",
"106","","messages.TCMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","messages.TCMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"106","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"127","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"127","","events.HelloIntervalEndEvent","","","","","","","","","true",
"127","","events.TCIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"127","","events.HelloIntervalEndEvent","","","","","","","","","true",
"127","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"127","","events.TCIntervalEndEvent","","","","","","","","","true",
"127","","events.TCIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","messages.TCMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","messages.TCMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","messages.TCMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"127","","events.TCIntervalEndEvent","","","","","","","","","true",
"127","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"127","","messages.TCMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"132","","messages.TCMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","true","Station doesn't exist"
"132","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","true","Station doesn't exist"
"132","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"132","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"132","be7aea06-1168-4f6e-86ee-2debce6b32b9","NODE_CREATE","","","","","95","19","","","",""
"132","","messages.TCMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"132","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"132","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"132","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"181","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"181","","events.HelloIntervalEndEvent","","","","","","","","","true",
"181","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","events.TCIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"181","","events.HelloIntervalEndEvent","","","","","","","","","true",
"181","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"181","","events.TCIntervalEndEvent","","","","","","","","","true",
"181","","messages.TCMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","messages.TCMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"181","","events.TCIntervalEndEvent","","","","","","","","","true",
"181","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","events.TCIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","messages.TCMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","messages.TCMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"181","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"198","","messages.TCMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","true","Station doesn't exist"
"198","1aa8d520-ffef-48c3-b55a-78f024712cf8","NODE_CREATE","","","","","85","34","","","",""
"198","","messages.HelloMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"198","","messages.TCMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"198","","messages.HelloMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"198","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"198","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"198","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"198","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"200","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"200","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"200","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"200","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"200","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"200","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"200","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"200","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"206","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"206","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"206","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"206","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"206","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"206","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"206","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"206","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"227","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"227","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"227","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"227","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"227","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"227","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"227","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"227","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"232","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"232","","events.TCIntervalEndEvent","","","","","","","","","true",
"232","","events.HelloIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"232","","events.HelloIntervalEndEvent","","","","","","","","","true",
"232","","events.TCIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"232","","events.HelloIntervalEndEvent","","","","","","","","","true",
"232","","messages.TCMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","events.HelloIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","messages.TCMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","events.TCIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"232","","events.TCIntervalEndEvent","","","","","","","","","true",
"232","","messages.TCMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"232","","messages.TCMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"264","","messages.TCMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","true","Station doesn't exist"
"264","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"264","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"264","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","NODE_CREATE","","","","","75","69","","","",""
"264","","messages.HelloMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"264","","messages.TCMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"264","","messages.HelloMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"264","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"264","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"281","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"281","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"281","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"281","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"281","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"281","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"281","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"281","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"298","","events.TCIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","events.HelloIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"298","","events.HelloIntervalEndEvent","","","","","","","","","true",
"298","","messages.TCMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","messages.TCMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","messages.HelloMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"298","","events.HelloIntervalEndEvent","","","","","","","","","true",
"298","","events.TCIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"298","","events.TCIntervalEndEvent","","","","","","","","","true",
"298","","messages.TCMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","messages.TCMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","events.HelloIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"298","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"298","","events.TCIntervalEndEvent","","","","","","","","","true",
"298","","messages.HelloMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"300","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"300","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"300","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"300","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"300","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"300","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"300","","events.HelloIntervalEndEvent","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"300","","messages.HelloMessage","0d9dd058-cb88-4e66-8223-dfd73bfaa174","","","","","","","","",""
"306","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"306","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"306","","messages.TCMessage","fa9ba5af-3d97-4f94-881e-5596f927adf2","","","","","","","","true","Station doesn't exist"
"306","","messages.HelloMessage","fa9ba5af-3d97-4f94-881e-5596f927adf2","","","","","","","","true","Station doesn't exist"
"306","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"306","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"306","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"306","fa9ba5af-3d97-4f94-881e-5596f927adf2","NODE_CREATE","","","","","58","21","","","",""
"306","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"306","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"306","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"306","","messages.TCMessage","fa9ba5af-3d97-4f94-881e-5596f927adf2","","","","","","","","",""
"306","","messages.HelloMessage","fa9ba5af-3d97-4f94-881e-5596f927adf2","","","","","","","","",""
"306","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"306","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"306","","events.HelloIntervalEndEvent","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"306","","messages.HelloMessage","b6d463f1-239f-48ab-ad72-2b98c680e865","","","","","","","","",""
"327","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"327","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"327","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"327","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"327","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"327","","events.HelloIntervalEndEvent","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"327","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"327","","messages.HelloMessage","a2654244-3931-4f89-ab3f-4a9e2b19af71","","","","","","","","",""
"332","","events.HelloIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"332","","events.HelloIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"332","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"332","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"332","","events.HelloIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"332","","events.HelloIntervalEndEvent","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"332","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"332","","messages.HelloMessage","be7aea06-1168-4f6e-86ee-2debce6b32b9","","","","","","","","",""
"338","","messages.TCMessage","df01c37a-f283-4511-902d-080331cea5b6","","","","","","","","true","Station doesn't exist"
"338","","messages.HelloMessage","df01c37a-f283-4511-902d-080331cea5b6","","","","","","","","true","Station doesn't exist"
"338","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"338","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"338","df01c37a-f283-4511-902d-080331cea5b6","NODE_CREATE","","","","","20","95","","","",""
"338","","messages.TCMessage","df01c37a-f283-4511-902d-080331cea5b6","","","","","","","","",""
"338","","messages.HelloMessage","df01c37a-f283-4511-902d-080331cea5b6","","","","","","","","",""
"338","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"338","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"364","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"364","","events.TCIntervalEndEvent","","","","","","","","","true",
"364","","events.HelloIntervalEndEvent","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"364","","events.HelloIntervalEndEvent","","","","","","","","","true",
"364","","events.HelloIntervalEndEvent","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","messages.HelloMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","messages.HelloMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","events.TCIntervalEndEvent","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","events.HelloIntervalEndEvent","DUMMY","","","","","","","","",""
"364","","events.HelloIntervalEndEvent","","","","","","","","","true",
"364","","messages.TCMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","messages.TCMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","events.TCIntervalEndEvent","DUMMY","","","","","","","","",""
"364","","events.TCIntervalEndEvent","","","","","","","","","true",
"364","","events.TCIntervalEndEvent","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","messages.TCMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"364","","messages.TCMessage","13dcb8ce-a6c8-4c50-81a7-a3bcd3cb94de","","","","","","","","",""
"377","","messages.TCMessage","e5a78bbe-3b48-4831-ad2b-53a7b57b74c4","","","","","","","","true","Station doesn't exist"
"377","","messages.HelloMessage","e5a78bbe-3b48-4831-ad2b-53a7b57b74c4","","","","","","","","true","Station doesn't exist"
"377","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"377","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"377","e5a78bbe-3b48-4831-ad2b-53a7b57b74c4","NODE_CREATE","","","","","0","54","","","",""
"377","","messages.TCMessage","e5a78bbe-3b48-4831-ad2b-53a7b57b74c4","","","","","","","","",""
"377","","messages.HelloMessage","e5a78bbe-3b48-4831-ad2b-53a7b57b74c4","","","","","","","","",""
"377","","messages.TCMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"377","","messages.HelloMessage","DUMMY","","","","","","","","true","Station doesn't exist"
"381","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"381","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"381","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"381","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"381","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"381","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"381","","events.HelloIntervalEndEvent","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"381","","messages.HelloMessage","aaefe42f-05f9-48d2-8e97-7987afc75476","","","","","","","","",""
"398","","events.HelloIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"398","","events.HelloIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"398","","events.HelloIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"398","","events.HelloIntervalEndEvent","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
"398","","messages.HelloMessage","1aa8d520-ffef-48c3-b55a-78f024712cf8","","","","","","","","",""
